year,cropping_system,base_system,rotation,crop_code,water_regime,yield_kg_ha,irrigation_mm,rainfall_mm,n_sites,source_files
2015,SB-MZ-SG | Potential,SB-MZ-SG,SB-MZ-SG,SG,Potential,7192.0,0.0,0.0,2776,1
2016,SB-MZ-SG | Potential,SB-MZ-SG,SB-MZ-SG,MZ,Potential,12981.0,0.0,0.0,2776,1
2017,SB-MZ-SG | Potential,SB-MZ-SG,SB-MZ-SG,MZ,Potential,9121.0,0.0,0.0,2776,1
2018,SB-MZ-SG | Potential,SB-MZ-SG,SB-MZ-SG,SG,Potential,8856.0,0.0,0.0,2776,1
1981,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Irrigated,4758.932997118156,247.0551152737752,,2776,1
1982,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,8407.0,335.80691642651294,,2776,1
1983,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,7386.265489913545,317.54322766570607,,2776,1
1985,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Irrigated,4420.047190201729,319.26332853025934,,2776,1
1986,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,10983.737752161383,308.2312680115274,,2776,1
1987,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,9924.981268011526,250.40525936599423,,2776,1
1989,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Irrigated,4394.856268011527,330.59257925072046,,2776,1
1990,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,15666.940561959656,380.7817002881844,,2776,1
1991,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,8563.992074927954,337.2208213256484,,2776,1
1993,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Irrigated,4752.895172910663,347.6404899135447,,2776,1
1994,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,13890.0,377.4135446685879,,2776,1
1995,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,10150.837175792509,314.8054755043228,,2776,1
1997,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Irrigated,4756.630403458214,351.9992795389049,,2776,1
1998,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,13499.99387608069,409.6721902017291,,2776,1
1999,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,7364.861311239193,413.4365994236312,,2776,1
2001,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Irrigated,4083.412103746398,293.2186599423631,,2776,1
2002,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,8639.0,299.9279538904899,,2776,1
2003,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,8956.579971181556,304.367795389049,,2776,1
2005,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Irrigated,4762.909942363112,348.8742795389049,,2776,1
2006,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,12368.0,318.85806916426515,,2776,1
2007,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,10996.936239193084,267.80439481268013,,2776,1
2009,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Irrigated,0.0,24.46865994236311,,2776,1
2010,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,15303.0,414.4272334293948,,2776,1
2011,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,7948.009365994237,319.4614553314121,,2776,1
2013,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,12472.0,199.23451008645532,,2776,1
2014,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,11921.0,350.19812680115274,,2776,1
2015,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Irrigated,7187.948126801152,267.4171469740634,,2776,1
2017,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,9121.0,380.4394812680116,,2776,1
2018,SB-MZ-SG-WT | Irrigated,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Irrigated,11914.660662824208,399.8378962536023,,2776,1
1981,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Rainfed,1197.951729106628,0.0,261.05187319884726,2776,1
1982,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,2600.5716858789624,0.0,623.0,2776,1
1983,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,2267.931916426513,0.0,1080.0,2776,1
1985,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Rainfed,137.39301152737752,0.0,2029.9827089337173,2776,1
1986,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,1282.760446685879,0.0,2556.000720461095,2776,1
1987,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,2943.803674351585,0.0,3162.0,2776,1
1989,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Rainfed,648.5374639769452,0.0,3915.0,2776,1
1990,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,1009.235590778098,0.0,4337.987752161384,2776,1
1991,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,1183.9906340057637,0.0,4724.3580691642655,2776,1
1993,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Rainfed,45.27449567723343,0.0,5809.0,2776,1
1994,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,1470.3641930835736,0.0,6205.0,2776,1
1995,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,3837.832492795389,0.0,6673.0,2776,1
1997,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Rainfed,224.63040345821327,0.0,7620.0,2776,1
1998,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,1397.3850864553317,0.0,8012.0,2776,1
1999,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,446.2590057636888,0.0,8296.859510086455,2776,1
2001,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Rainfed,80.60086455331412,0.0,9356.0,2776,1
2002,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,1221.475864553314,0.0,9846.0,2776,1
2003,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,2469.582492795389,0.0,10272.75432276657,2776,1
2005,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Rainfed,461.7060518731989,0.0,11144.0,2776,1
2006,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,1892.9589337175792,0.0,11768.0,2776,1
2007,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,3803.882204610951,0.0,12238.279899135448,2776,1
2009,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SB,Rainfed,0.0,0.0,12933.0,2776,1
2010,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,830.0515129682997,0.0,13639.69560518732,2776,1
2011,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,2506.957492795389,0.0,14128.875,2776,1
2013,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,7291.059438040345,0.0,15306.0,2776,1
2014,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,2399.83681556196,0.0,15821.40129682997,2776,1
2015,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,SG,Rainfed,3327.187680115274,0.0,16361.0,2776,1
2017,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,461.5147694524496,0.0,17414.91930835735,2776,1
2018,SB-MZ-SG-WT | Rainfed,SB-MZ-SG-WT,SB-MZ-SG-WT,MZ,Rainfed,286.18587896253604,0.0,17716.667867435157,2776,1
1981,SG | Irrigated,SG,SG,SG,Irrigated,8643.61023054755,190.76909221902017,583.7593659942363,2776,1
1982,SG | Irrigated,SG,SG,SG,Irrigated,8439.939841498559,186.52737752161383,606.1974063400577,2776,1
1983,SG | Irrigated,SG,SG,SG,Irrigated,6499.102665706052,361.0050432276657,474.6545389048992,2776,1
1984,SG | Irrigated,SG,SG,SG,Irrigated,8365.166426512968,304.98018731988475,525.9520893371758,2776,1
1985,SG | Irrigated,SG,SG,SG,Irrigated,9202.292507204613,205.9978386167147,602.7381123919308,2776,1
1986,SG | Irrigated,SG,SG,SG,Irrigated,8790.716498559077,220.4701008645533,538.4801873198847,2776,1
1987,SG | Irrigated,SG,SG,SG,Irrigated,8673.775576368877,159.1228386167147,686.6195965417868,2776,1
1988,SG | Irrigated,SG,SG,SG,Irrigated,7442.243876080692,271.0284582132565,395.27737752161386,2776,1
1989,SG | Irrigated,SG,SG,SG,Irrigated,9515.490273775216,207.76296829971184,556.0414265129683,2776,1
1990,SG | Irrigated,SG,SG,SG,Irrigated,9674.764048991354,228.6293227665706,604.806916426513,2776,1
1991,SG | Irrigated,SG,SG,SG,Irrigated,7843.403458213256,334.50108069164264,413.5792507204611,2776,1
1992,SG | Irrigated,SG,SG,SG,Irrigated,10595.906340057636,111.4012968299712,691.5518731988473,2776,1
1993,SG | Irrigated,SG,SG,SG,Irrigated,9226.74279538905,82.88904899135447,841.7766570605187,2776,1
1994,SG | Irrigated,SG,SG,SG,Irrigated,9851.17795389049,250.99963976945244,474.7651296829971,2776,1
1995,SG | Irrigated,SG,SG,SG,Irrigated,8489.529899135447,208.9157060518732,695.9762247838617,2776,1
1996,SG | Irrigated,SG,SG,SG,Irrigated,9061.44992795389,151.73811239193083,577.2013688760807,2776,1
1997,SG | Irrigated,SG,SG,SG,Irrigated,9349.150576368877,193.6599423631124,571.9492074927954,2776,1
1998,SG | Irrigated,SG,SG,SG,Irrigated,8202.798270893372,183.65453890489917,547.4920749279539,2776,1
1999,SG | Irrigated,SG,SG,SG,Irrigated,8723.273054755044,200.03602305475505,661.0223342939481,2776,1
2000,SG | Irrigated,SG,SG,SG,Irrigated,7907.8047550432275,242.58825648414987,510.0731268011528,2776,1
2001,SG | Irrigated,SG,SG,SG,Irrigated,7080.957132564841,289.6613832853026,579.4564121037464,2776,1
2002,SG | Irrigated,SG,SG,SG,Irrigated,7213.745677233429,335.4556916426513,417.62752161383287,2776,1
2003,SG | Irrigated,SG,SG,SG,Irrigated,7510.605547550433,367.9664985590778,436.5108069164265,2776,1
2004,SG | Irrigated,SG,SG,SG,Irrigated,10494.947766570604,139.796469740634,661.0709654178675,2776,1
2005,SG | Irrigated,SG,SG,SG,Irrigated,8721.980187319885,224.4596541786744,653.774855907781,2776,1
2006,SG | Irrigated,SG,SG,SG,Irrigated,7008.230547550433,300.1530979827089,423.8422190201729,2776,1
2007,SG | Irrigated,SG,SG,SG,Irrigated,8089.409221902018,177.12536023054756,736.7705331412104,2776,1
2008,SG | Irrigated,SG,SG,SG,Irrigated,8955.029538904899,170.18191642651297,667.1833573487032,2776,1
2009,SG | Irrigated,SG,SG,SG,Irrigated,10032.16786743516,190.3908501440922,635.2319884726224,2776,1
2010,SG | Irrigated,SG,SG,SG,Irrigated,7723.400936599423,195.56916426512967,582.9329971181556,2776,1
2011,SG | Irrigated,SG,SG,SG,Irrigated,5925.416786743516,305.5835734870317,437.7536023054755,2776,1
2012,SG | Irrigated,SG,SG,SG,Irrigated,6069.712536023055,416.64265129683,347.0940201729107,2776,1
2013,SG | Irrigated,SG,SG,SG,Irrigated,8626.188760806916,220.07384726224785,578.1671469740634,2776,1
2014,SG | Irrigated,SG,SG,SG,Irrigated,8858.67507204611,247.289265129683,462.5385446685879,2776,1
2015,SG | Irrigated,SG,SG,SG,Irrigated,8975.782780979827,187.2208213256484,634.5,2776,1
2016,SG | Irrigated,SG,SG,SG,Irrigated,8067.206051873199,163.33753602305475,590.3883285302594,2776,1
2017,SG | Irrigated,SG,SG,SG,Irrigated,9054.837536023057,212.2478386167147,628.6195965417868,2776,1
2018,SG | Irrigated,SG,SG,SG,Irrigated,9134.197766570604,215.30979827089337,494.9009365994236,2776,1
1981,SG | Rainfed,SG,SG,SG,Rainfed,5812.81772334294,0.0,583.3206051873199,2776,1
1982,SG | Rainfed,SG,SG,SG,Rainfed,4894.543227665706,0.0,601.2759365994236,2776,1
1983,SG | Rainfed,SG,SG,SG,Rainfed,1100.8865273775216,0.0,470.6440922190202,2776,1
1984,SG | Rainfed,SG,SG,SG,Rainfed,2300.7316282420747,0.0,525.9484870317003,2776,1
1985,SG | Rainfed,SG,SG,SG,Rainfed,5704.542867435159,0.0,602.4074207492796,2776,1
1986,SG | Rainfed,SG,SG,SG,Rainfed,4448.011887608069,0.0,525.7489193083574,2776,1
1987,SG | Rainfed,SG,SG,SG,Rainfed,5607.389048991355,0.0,686.3051152737752,2776,1
1988,SG | Rainfed,SG,SG,SG,Rainfed,3114.6066282420747,0.0,394.5126080691643,2776,1
1989,SG | Rainfed,SG,SG,SG,Rainfed,4728.824207492796,0.0,535.0515129682997,2776,1
1990,SG | Rainfed,SG,SG,SG,Rainfed,4991.005403458214,0.0,604.8025936599423,2776,1
1991,SG | Rainfed,SG,SG,SG,Rainfed,1902.686239193084,0.0,407.3015129682997,2776,1
1992,SG | Rainfed,SG,SG,SG,Rainfed,9560.21757925072,0.0,691.5378242074928,2776,1
1993,SG | Rainfed,SG,SG,SG,Rainfed,8534.716858789625,0.0,840.4167867435159,2776,1
1994,SG | Rainfed,SG,SG,SG,Rainfed,4892.17939481268,0.0,467.93551873198845,2776,1
1995,SG | Rainfed,SG,SG,SG,Rainfed,6197.703530259366,0.0,695.828530259366,2776,1
1996,SG | Rainfed,SG,SG,SG,Rainfed,6820.765129682997,0.0,576.5828530259366,2776,1
1997,SG | Rainfed,SG,SG,SG,Rainfed,5291.294308357349,0.0,558.939121037464,2776,1
1998,SG | Rainfed,SG,SG,SG,Rainfed,6064.586095100864,0.0,547.4920749279539,2776,1
1999,SG | Rainfed,SG,SG,SG,Rainfed,5687.674351585015,0.0,659.1123919308358,2776,1
2000,SG | Rainfed,SG,SG,SG,Rainfed,5025.0659221902015,0.0,508.7352305475504,2776,1
2001,SG | Rainfed,SG,SG,SG,Rainfed,3296.550432276657,0.0,578.2417146974063,2776,1
2002,SG | Rainfed,SG,SG,SG,Rainfed,1545.6494956772335,0.0,398.060878962536,2776,1
2003,SG | Rainfed,SG,SG,SG,Rainfed,1147.2175792507203,0.0,429.1480547550432,2776,1
2004,SG | Rainfed,SG,SG,SG,Rainfed,8867.213976945244,0.0,660.9780259365995,2776,1
2005,SG | Rainfed,SG,SG,SG,Rainfed,3830.1494956772335,0.0,650.4438040345822,2776,1
2006,SG | Rainfed,SG,SG,SG,Rainfed,2035.10590778098,0.0,400.4164265129683,2776,1
2007,SG | Rainfed,SG,SG,SG,Rainfed,5888.707853025937,0.0,736.418227665706,2776,1
2008,SG | Rainfed,SG,SG,SG,Rainfed,6225.673270893371,0.0,663.9121037463977,2776,1
2009,SG | Rainfed,SG,SG,SG,Rainfed,6609.878602305475,0.0,633.2496397694524,2776,1
2010,SG | Rainfed,SG,SG,SG,Rainfed,5284.809438040345,0.0,582.0533141210375,2776,1
2011,SG | Rainfed,SG,SG,SG,Rainfed,2193.863112391931,0.0,426.7579250720461,2776,1
2012,SG | Rainfed,SG,SG,SG,Rainfed,878.874279538905,0.0,344.9956772334294,2776,1
2013,SG | Rainfed,SG,SG,SG,Rainfed,4413.634726224784,0.0,572.8216858789625,2776,1
2014,SG | Rainfed,SG,SG,SG,Rainfed,3472.623919308357,0.0,452.6134726224784,2776,1
2015,SG | Rainfed,SG,SG,SG,Rainfed,6389.741714697407,0.0,634.10734870317,2776,1
2016,SG | Rainfed,SG,SG,SG,Rainfed,5926.299711815562,0.0,590.3811239193084,2776,1
2017,SG | Rainfed,SG,SG,SG,Rainfed,5001.138688760807,0.0,628.6195965417868,2776,1
2018,SG | Rainfed,SG,SG,SG,Rainfed,4308.0515129683,0.0,487.6131123919308,2776,1
1982,WT | Potential,WT,WT,WT,Potential,10396.97370317003,0.0,0.0,2776,1
1983,WT | Potential,WT,WT,WT,Potential,14753.493861802875,0.0,0.0,2776,1
1984,WT | Potential,WT,WT,WT,Potential,10680.720844131803,0.0,0.0,2701,1
1985,WT | Potential,WT,WT,WT,Potential,10441.309798270891,0.0,0.0,2776,1
1986,WT | Potential,WT,WT,WT,Potential,11673.39121037464,0.0,0.0,2776,1
1987,WT | Potential,WT,WT,WT,Potential,14096.545028818444,0.0,0.0,2776,1
1988,WT | Potential,WT,WT,WT,Potential,12341.297190201729,0.0,0.0,2776,1
1989,WT | Potential,WT,WT,WT,Potential,9521.457853025937,0.0,0.0,2776,1
1990,WT | Potential,WT,WT,WT,Potential,11133.869956772334,0.0,0.0,2776,1
1991,WT | Potential,WT,WT,WT,Potential,10623.941282420748,0.0,0.0,2776,1
1992,WT | Potential,WT,WT,WT,Potential,13610.02809798271,0.0,0.0,2776,1
1993,WT | Potential,WT,WT,WT,Potential,10602.917146974063,0.0,0.0,2776,1
1994,WT | Potential,WT,WT,WT,Potential,11936.541066282422,0.0,0.0,2776,1
1995,WT | Potential,WT,WT,WT,Potential,14056.15129682997,0.0,0.0,2776,1
1996,WT | Potential,WT,WT,WT,Potential,10039.689121037463,0.0,0.0,2776,1
1997,WT | Potential,WT,WT,WT,Potential,12800.684798270891,0.0,0.0,2776,1
1998,WT | Potential,WT,WT,WT,Potential,13735.974423631123,0.0,0.0,2776,1
1999,WT | Potential,WT,WT,WT,Potential,12973.76909221902,0.0,0.0,2776,1
2000,WT | Potential,WT,WT,WT,Potential,15665.825288184438,0.0,0.0,2776,1
2001,WT | Potential,WT,WT,WT,Potential,11841.727305475504,0.0,0.0,2776,1
2002,WT | Potential,WT,WT,WT,Potential,14306.042507204613,0.0,0.0,2776,1
2003,WT | Potential,WT,WT,WT,Potential,11964.940201729109,0.0,0.0,2776,1
2004,WT | Potential,WT,WT,WT,Potential,13033.241354466858,0.0,0.0,2776,1
2005,WT | Potential,WT,WT,WT,Potential,13213.71181556196,0.0,0.0,2776,1
2006,WT | Potential,WT,WT,WT,Potential,12854.064481268011,0.0,0.0,2776,1
2007,WT | Potential,WT,WT,WT,Potential,10258.960734870318,0.0,0.0,2776,1
2008,WT | Potential,WT,WT,WT,Potential,15128.724423631123,0.0,0.0,2776,1
2009,WT | Potential,WT,WT,WT,Potential,13064.865273775216,0.0,0.0,2776,1
2010,WT | Potential,WT,WT,WT,Potential,10907.851945244956,0.0,0.0,2776,1
2011,WT | Potential,WT,WT,WT,Potential,11393.697766570604,0.0,0.0,2776,1
2012,WT | Potential,WT,WT,WT,Potential,13866.291066282422,0.0,0.0,2776,1
2013,WT | Potential,WT,WT,WT,Potential,15391.979827089335,0.0,0.0,2776,1
2014,WT | Potential,WT,WT,WT,Potential,11125.399495677231,0.0,0.0,2776,1
2015,WT | Potential,WT,WT,WT,Potential,13122.081412103746,0.0,0.0,2776,1
2016,WT | Potential,WT,WT,WT,Potential,15770.440561959656,0.0,0.0,2776,1
2017,WT | Potential,WT,WT,WT,Potential,13361.053314121038,0.0,0.0,2776,1
2018,WT | Potential,WT,WT,WT,Potential,11692.496397694524,0.0,0.0,2776,1
1982,WT | Rainfed,WT,WT,WT,Rainfed,7027.578170028818,0.0,612.7827809798271,2776,1
1983,WT | Rainfed,WT,WT,WT,Rainfed,10273.862855138548,0.0,549.7562258856542,2776,1
1984,WT | Rainfed,WT,WT,WT,Rainfed,9050.71269900037,0.0,648.9259533506109,2701,1
1985,WT | Rainfed,WT,WT,WT,Rainfed,8450.595821325649,0.0,598.9301152737752,2776,1
1986,WT | Rainfed,WT,WT,WT,Rainfed,6976.773054755044,0.0,516.7352305475505,2776,1
1987,WT | Rainfed,WT,WT,WT,Rainfed,11873.768371757926,0.0,690.8595100864553,2776,1
1988,WT | Rainfed,WT,WT,WT,Rainfed,5821.290706051873,0.0,381.34113832853023,2776,1
1989,WT | Rainfed,WT,WT,WT,Rainfed,2309.968299711816,0.0,392.825288184438,2776,1
1990,WT | Rainfed,WT,WT,WT,Rainfed,7658.795028818444,0.0,474.2777377521614,2776,1
1991,WT | Rainfed,WT,WT,WT,Rainfed,5062.886167146974,0.0,415.09834293948126,2776,1
1992,WT | Rainfed,WT,WT,WT,Rainfed,8068.963976945245,0.0,496.8191642651297,2776,1
1993,WT | Rainfed,WT,WT,WT,Rainfed,9320.193083573487,0.0,737.0551152737752,2776,1
1994,WT | Rainfed,WT,WT,WT,Rainfed,6334.081051873199,0.0,437.4405619596542,2776,1
1995,WT | Rainfed,WT,WT,WT,Rainfed,10320.534942363112,0.0,686.1451729106628,2776,1
1996,WT | Rainfed,WT,WT,WT,Rainfed,3431.0493515850144,0.0,397.67615273775215,2776,1
1997,WT | Rainfed,WT,WT,WT,Rainfed,8382.714337175792,0.0,548.4899135446686,2776,1
1998,WT | Rainfed,WT,WT,WT,Rainfed,9740.303314121038,0.0,544.6527377521613,2776,1
1999,WT | Rainfed,WT,WT,WT,Rainfed,11168.234870317005,0.0,759.2456772334294,2776,1
2000,WT | Rainfed,WT,WT,WT,Rainfed,8766.80727665706,0.0,420.6829971181557,2776,1
2001,WT | Rainfed,WT,WT,WT,Rainfed,9722.220821325647,0.0,607.9034582132565,2776,1
2002,WT | Rainfed,WT,WT,WT,Rainfed,6674.860951008645,0.0,433.73883285302594,2776,1
2003,WT | Rainfed,WT,WT,WT,Rainfed,9125.134726224784,0.0,509.3994956772334,2776,1
2004,WT | Rainfed,WT,WT,WT,Rainfed,7464.94992795389,0.0,458.5670028818444,2776,1
2005,WT | Rainfed,WT,WT,WT,Rainfed,9173.652017291066,0.0,597.1087896253603,2776,1
2006,WT | Rainfed,WT,WT,WT,Rainfed,4414.461095100864,0.0,348.6123919308357,2776,1
2007,WT | Rainfed,WT,WT,WT,Rainfed,9364.820244956773,0.0,656.2845821325649,2776,1
2008,WT | Rainfed,WT,WT,WT,Rainfed,9922.836455331411,0.0,641.2089337175793,2776,1
2009,WT | Rainfed,WT,WT,WT,Rainfed,9285.251801152735,0.0,568.9207492795389,2776,1
2010,WT | Rainfed,WT,WT,WT,Rainfed,8211.40597982709,0.0,581.5662824207493,2776,1
2011,WT | Rainfed,WT,WT,WT,Rainfed,4238.539985590778,0.0,394.9643371757925,2776,1
2012,WT | Rainfed,WT,WT,WT,Rainfed,7624.464337175793,0.0,429.1487752161384,2776,1
2013,WT | Rainfed,WT,WT,WT,Rainfed,7025.735951008645,0.0,414.1729106628242,2776,1
2014,WT | Rainfed,WT,WT,WT,Rainfed,3557.561599423631,0.0,431.5280979827089,2776,1
2015,WT | Rainfed,WT,WT,WT,Rainfed,6267.265489913545,0.0,553.3350144092219,2776,1
2016,WT | Rainfed,WT,WT,WT,Rainfed,10323.231268011526,0.0,541.0133285302594,2776,1
2017,WT | Rainfed,WT,WT,WT,Rainfed,9172.31880403458,0.0,533.1775936599423,2776,1
2018,WT | Rainfed,WT,WT,WT,Rainfed,4593.586095100864,0.0,385.65742074927954,2776,1
